"Timestamp,In which age group are you in?,What is your gender? ,What is the highest educational diploma you have obtained? ,In which discipline is your academic background?,How many languages do you speak fluently?,Where do you currently reside? ,COP 26 is organised to prevent the Earthâ€™s average temperature from rising by no more than how many degrees Celsius?,Do you think that climate change is caused by human activities?,Which of the following is a greenhouse gas?,""Did you notice changes in temperatures during this year in comparison to few last years (warmer summers, colder winters, etc.) ?"",The majority of scientists agree that climate change is real ,Climate change is bound to happen because of the global economic activity,Climate change is a natural phenomenon,""Recent global disasters ( floods, fires, droughts) are more prevalent because of climate change"",Climate change is mostly because of the pollution from industries,What can an individual do to reduce the process of climate change?,What can society as a group do to reduce the process of climate change?";;;;;;
"11/24/2021 15:54:00,Over 30 years,Male,PhD Diploma,Humanities,3,France,""1,5"",Yes,I am not sure,Yes,Yes,7,3,7,5,""Change consumer habits (for example less meat in diet, or directly full vegetarian)"",Vote for politicians (and their concrete policies) that take unpopular but needed measures to reduce emissions drastically";;;;;;
11/24/2021 18:13:26,21-25 years,Female,Bachelor's Diploma,Social sciences,2,France,I am not sure,Yes,Water Vapor,Yes,Yes,5,2,6,5,lowering water temperature,More electric vehicles ;;;;;;
"11/25/2021 22:49:06,26-30 years,Male,Bachelor's Diploma,Applied sciences,2,France,""2,5"",Yes,Methane,Yes,Yes,6,4,6,6,""reduce energy consumption, reduce wast, use renewable energy, recycle, transmit the message with your friends "",""transmit the message with campaigns, organize activities involved to reduce wast""";;;;;;
"11/26/2021 19:11:00,Over 30 years,Female,Master's Diploma,Applied sciences,3,Ukraine,""1,5"",I am not sure,Carbon Dioxide,Yes,Yes,5,4,6,3,""Recycling, mindful consuming, using less natural resources "",""Renewable energy, zero emission plants, public awareness """;;;;;;
"11/26/2021 19:16:11,26-30 years,Female,Master's Diploma,Humanities,3,Ukraine,I am not sure,Yes,Carbon Dioxide,Yes,Yes,7,2,6,5,""Use more of organic, recycling products, reduce waste, pay more attention to recycling and reusing"",""We need more environmental education, we lack knowledge about everyday things we can do, focusing on recycling and decreasing waste""";;;;;;
"11/26/2021 19:17:41,Over 30 years,Female,Master's Diploma,Humanities,3,Ukraine,""1,5"",Yes,All of them,Yes,Yes,4,2,6,6,Plant more trees,Advocate for a healthy planet";;;;;;
"11/26/2021 19:21:15,21-25 years,Female,Bachelor's Diploma,Humanities,5,France,I am not sure,No,Carbon Dioxide,Yes,Yes,4,6,7,5,""To manage heating in apartment, to use biodegradable materials, to produce less waste, to use common transport more than personal car"",""Pack goods in biodegradable packaging, use sustainable systems for productions, educate children and adults on eco-friendly behavior, change the global heating system """;;;;;;
"11/26/2021 19:31:44,26-30 years,Female,Master's Diploma,Applied sciences,3,Ukraine,I am not sure,Yes,Carbon Dioxide,No,Yes,4,3,6,1,""Change their diet, cut the amount of electricity and gas spent at work/ home, recycle and buy less things "",Educate its members about the situation and ways to influence it on individual level";;;;;;
"11/26/2021 19:32:28,18-20 years,Female,High School Diploma,Humanities,3,Ukraine,""1,5"",Yes,Carbon Dioxide,Yes,Yes,6,4,6,5,""We can go vegan, stop buying so much stuff, ride bikes instead of driving cars"",""We can boycott great meat-consuming businesses (McDonald's, KFC etc.), get ecological laws (banning/taxing car usage in the city centre etc.) passed""";;;;;;
"11/26/2021 20:00:09,Over 30 years,Female,Master's Diploma,Social sciences,4,Ukraine,""1,5"",Yes,Carbon Dioxide,Yes,Yes,7,5,7,7,""To use the resources wisely, reuse and diminish one's carbon trace"",""Advocate  and educate for less pollution, reduce consummation etc""";;;;;;
"11/26/2021 20:03:37,Over 30 years,Male,Master's Diploma,Natural sciences,2,Ukraine,""1,5"",Yes,All of them,No,Yes,6,6,6,4,Plant the tree,""Intensify usage of the nuclear and renewable energy, struggle with deforestation""";;;;;;
"11/26/2021 20:30:28,18-20 years,Female,Bachelor's Diploma,Humanities,3,Poland,""1,5"",Yes,All of them,Yes,Yes,7,7,7,7,vote for right politics ,change source of energy";;;;;;
"11/26/2021 20:36:08,21-25 years,Male,Master's Diploma,Applied sciences,2,France,""2,5"",Yes,""Carbon Dioxide, Methane"",No,Yes,7,4,7,7,People : lower consumption. Elites : stop investing into shit,Society must unite. Cooperate. Stop competition";;;;;;
"11/26/2021 20:39:51,26-30 years,Female,Master's Diploma,Social sciences,4,Poland,I am not sure,Yes,""Carbon Dioxide, I am not sure"",Yes,Yes,3,6,7,7,""It will be true answer: one person can't change nothing. Even if I woud segregate trash, using small amount of water durinv washing plates (etc) or using shopper instead of plastic pocket. I do all this, but its only me."",It should be strong rules and restrictions that can prevent climate changes";;;;;;
"11/26/2021 20:46:37,Over 30 years,Female,Master's Diploma,Humanities,3,Poland,I am not sure,Yes,Carbon Dioxide,Yes,Yes,7,4,7,6,""Produce less waste, choose public transport, recycle"",""Stop make people buy and produce unnecessary things and import them from the other side of the globe, promote veganism, focus on  more ecological means of transport""";;;;;;
"11/26/2021 21:18:03,26-30 years,Female,Master's Diploma,Humanities,4,Poland,""2,5"",Yes,""Carbon Dioxide, Methane, Water Vapor, All of them"",Yes,Yes,7,6,7,7,""Try to reduce carbon footprint, eat locally and seasonally, go vegan, use sustainable transport, reduce energy use and consumption "",Require governments and corporations to make global changes that will reduce carbon emissions";;;;;;
"11/26/2021 21:22:49,26-30 years,Female,Master's Diploma,Humanities,4,Ukraine,""1,5"",Yes,""Carbon Dioxide, Methane"",No,Yes,7,4,7,6,""Less cars, using geeen energy, waste sorting, careful use of all resources "",""Educate, motivate, restrict """;;;;;;
"11/26/2021 22:08:20,21-25 years,Female,Master's Diploma,Social sciences,3,Czech Republic,""2,5"",Yes,""Carbon Dioxide, Methane"",Yes,Yes,2,2,6,6,""cut their meat consumption, ditch the cars, downsize "",""rigorous carbon tax, restructuring of global econ chain, decentralization of industrial production, radical change in consumption habits (consuming less, demanding production output that was produced w limited footprint on the environment), make vegetarian diet a default""";;;;;;
"11/26/2021 22:30:30,21-25 years,Female,High School Diploma,Social sciences,3,Ukraine,I am not sure,Yes,""Carbon Dioxide, Methane"",Yes,Yes,6,5,7,6,""reduce ones waste, avoid unnecessary shipping and travel, minimise usage of utilities, switch to more eco-friendly transportation methods, educate others on the topic  "",""create a working legal framework for businesses to regulate and tax them, use renewable energy, educate people, help the underdeveloped countries to develop""";;;;;;
"11/27/2021 1:24:43,21-25 years,Male,Master's Diploma,Natural sciences,2,Poland,""2,5"",Yes,""Carbon Dioxide, Methane"",Yes,Yes,7,4,7,7,""be responsible for our actions, to live in a small appartement, to participate in recycling "",""Reduce, reuse, recycle, avoid rubbish piles and fly less """;;;;;;
11/27/2021 6:28:56,21-25 years,Female,Bachelor's Diploma,Social sciences,4,Canada,I am not sure,Yes,I am not sure,Yes,Yes,4,1,5,6,â€_,â€_;;;;;;
"11/27/2021 9:23:50,18-20 years,Female,High School Diploma,Social sciences,2,Ukraine,""2,5"",Yes,All of them,Yes,Yes,5,5,6,6,""ÑÅ__Ñ€Ñ‚Ñƒ___°Ñ‚_¸ ÑÅ__Ñ–Ñ‚Ñ‚Ñè, ÑÅ_°_´_¶_°Ñ‚_¸ _´_µÑ€_µ___°, ___µ__Ñˆ_µ _ºÑƒ_¿Ñƒ___°Ñ‚_¸ ___µ_¿__Ñ‚Ñ€Ñ–_±___¸Ñ… Ñ€_µÑ‡_µ__, __Ñ–_´_______¸Ñ‚_¸ÑÅÑè __Ñ–_´ _¿_°_º_µÑ‚Ñ–__, ___´____Ñ€_°_·__________ _¿__ÑÅÑƒ_´Ñƒ, __ÑƒÑˆ___¸Ñ… _¿_°_»_¸Ñ‡___º, _·_°__Ñ‰_°_´_¶Ñƒ___°Ñ‚_¸ _µ_»_µ_ºÑ‚Ñ€___µ___µÑ€__Ñ–Ñ_, _¿__ÑÅÑ‚_°___¸ ÑÅ____ÑèÑ‡__Ñ– _±_°Ñ‚_°Ñ€_µÑ— ___° _±Ñƒ_´_¸_____º "",""_·_°_±__Ñ€_____¸Ñ‚_¸ __ÑÅÑ– _¿_»_°ÑÅÑ‚_¸_º____Ñ– ___¸Ñ€___±_¸, ___°ÑÅ______ ÑÅ_°_´_¶_°Ñ‚_¸ _´_µÑ€_µ___°, _¿_µÑ€_µ__Ñ‚_¸ ___° Ñ–__ÑˆÑ– _´_¶_µÑ€_µ_»_° _µ___µÑ€__Ñ–Ñ—, _·Ñ€___±_¸Ñ‚_¸ ___¸ÑÅ___ºÑ– ÑˆÑ‚Ñ€_°Ñ„_¸ _·_° ___¸Ñ€Ñƒ_±_ºÑƒ _´_µÑ€_µ__ Ñ‚_° ___µ_±_µ_·_¿_µÑ‡__Ñ– ___¸_º_¸_´_¸ """;;;;;;
"11/27/2021 10:08:12,26-30 years,Male,Bachelor's Diploma,Natural sciences,2,Pakistan,I am not sure,Yes,Methane,Yes,Yes,6,4,6,5,""Reducing the carbon footprint, less use of non biodegradable sources"",""Less wastage, less use of fossil fuels""";;;;;;
"11/27/2021 10:28:05,21-25 years,Female,Bachelor's Diploma,Natural sciences,2,France,""1,5"",Yes,""Carbon Dioxide, Methane"",Yes,Yes,7,3,7,5,""Adopt more enviornmentally friendly practices in their everyday lifes (such as reducing waste, recycling, concious comption...), be more concious about how they contribute to climate change and get informed about the decisions that are being taken on the topic. "",Get informed and take action. ";;;;;;
"11/27/2021 10:31:19,21-25 years,Female,Bachelor's Diploma,Humanities,4,Ukraine,I am not sure,Yes,All of them,Yes,Yes,6,3,6,5,""Be responsible, reuse, reasonable consumption "",Take care and donâ€™t destroy nature. recycle garbage";;;;;;
"11/27/2021 11:31:30,21-25 years,Female,Bachelor's Diploma,design,3,France,""1,5"",Yes,""Carbon Dioxide, Methane"",Yes,Yes,6,3,6,5,""use less plastic, consume less meat, use more sustainable materials in daily life, engage in slow fashion"",""adopt sustainable waste management, consume less- moderation is key, boycott unsustainable brands, adopt sustainable energy """;;;;;;
"11/27/2021 12:31:35,Over 30 years,Female,Master's Diploma,Natural sciences,2,France,""1,5"",Yes,""Carbon Dioxide, Methane"",Yes,Yes,7,5,7,6,Changing consumption behaviour and energy dependencies ,Change energy sources and create awareness around the member ";;;;;;
"11/27/2021 12:52:21,18-20 years,Male,High School Diploma,Natural sciences,2,France,""1,5"",Yes,All of them,Yes,Yes,7,1,7,5,""Eat less meat"; avoid car, plane, boat transportation whenever possible; recycle; use less plastic; try to waste less; communicate with others about climate change;" participate in group actions, protests"",""Choose policymakers that take ambitious actions, collaborate to ease local production"""
"11/27/2021 13:16:30,18-20 years,Female,Bachelor's Diploma,Natural sciences,2,France,""1,5"",Yes,""Carbon Dioxide, Methane"",Yes,Yes,7,7,7,7,""civil disobedience, reasonable consumption"",""civil disobedience, voting, meet together to imagine a different society""";;;;;;
"11/27/2021 13:27:22,18-20 years,Female,High School Diploma,Humanities,2,France,""1,5"",Yes,""Methane, Water Vapor, I am not sure"",Yes,Yes,5,6,6,4,Having its own bio vegetable garden for exemple,Help each other to do thing that need energy in oder to produce once instead of twice";;;;;;
"11/27/2021 13:39:10,21-25 years,Female,Bachelor's Diploma,Natural sciences,2,France,""2,5"",Yes,All of them,Yes,Yes,6,4,7,7,""Recycle, eat local food, eat less meat, choose ecological housing and consummation habits, not buys product from massively polluting industries, avoid fast fashion and everything single use, commute, bike, walk instead of car/plane/any fossil fuel transportation"",""Demand legal action from the governments, help economically challenged countries to chnage the system by growimg differently (and better) than 'northern' countries, take legal actions to sanction polluting industries, accept the difficulty and discomfort of ecological transition """;;;;;;
"11/27/2021 15:22:37,21-25 years,Female,Bachelor's Diploma,Natural sciences,4,Ukraine,""1,5"",Yes,All of them,Yes,Yes,4,4,7,6,Stop driving the car in everyday basis and start using public transport or last mile transport such as bicycles or scooters. ,Every school should have a course on climate and climate changes. Also we need to increase consciousness of the changes between people in general ";;;;;;
"11/27/2021 15:57:05,26-30 years,Female,Master's Diploma,Natural sciences,3,Poland,""2,5"",Yes,All of them,Yes,Yes,6,1,5,5,""Reduce waste, reduce usage of the car "",Too hard to tell ";;;;;;
